Date,Mkt,Series,Sector,Symbol,NameOfTheSecurityInNse,PrevClose,OpenPrice,HighPrice,LowPrice,ClosePrice,TradeValue,TradeQty,IndSec,CoprInd,Trades,52W_High,52W_Low
2015-01-30,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,375.8,380.8,380.8,366.15,373.7,1813166223,4875027,Y, ,65846,420,281.9
2015-01-30,N,EQ,CapGoods,BHEL,BHEL,287.9,289,297.8,285.5,291.75,1685800475,5754675,Y, ,69149,297.8,145.55
2015-01-30,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,733.85,737.5,763.25,731,748.85,1833264698,2459124,Y, ,61864,785,331.85
2015-01-30,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,234.7,235.65,236.5,231,232.85,639700793.5,2745084,Y, ,42169,386,228.05
2015-01-30,N,EQ,Pharma,CIPLA,CIPLA LTD,697.45,699,702.8,691.2,695.75,739501665.1,1061983,Y, ,29171,711.9,366.5
2015-01-30,N,EQ,Metals,COALINDIA,COAL INDIA LTD,374.95,362,364.2,360.05,360.85,5354445455,14790368,Y, ,65241,423.7,240.3
2015-01-30,N,EQ,Housing,DLF,DLF LIMITED,166.65,168.4,175,165.85,169.9,1979356228,11569727,Y, ,63203,242.95,100.1
2015-01-30,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3363.3,3370,3372.85,3201,3233.25,2059556386,632758,Y, ,38249,3666.25,2246.5
2015-01-30,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,423.1,423.85,425,420,423,468923254.3,1110427,Y, ,28058,551.9,340.2
2015-01-30,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3931.9,3930,3975,3861.3,3884.05,437831115.4,112224,Y, ,6526,3975,2426.35
2015-01-30,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1648.95,1810,1820,1753.15,1791.75,9557931913,5353836,Y, ,220843,1820,1256
2015-01-30,N,EQ,FinSrvc,HDFC,HDFC LTD,1315.55,1328.4,1333,1257.75,1262.5,4874707665,3825989,Y, ,137606,1361.85,755
2015-01-30,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,1095,1094.55,1094.55,1064.25,1077.35,2844571343,2642604,Y, ,50681,1100.6,616.8
2015-01-30,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,2876.5,2887.55,2936.85,2857.4,2865.5,1297879620,447643,Y, ,32370,3269.95,1907.1
2015-01-30,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,142.4,143,143.1,138.6,139.7,1063113664,7570814,Y, ,41670,198.9,96.7
2015-01-30,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,941.6,941,941,927.8,932.55,1457519418,1562161,Y, ,54770,968.85,542
2015-01-30,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,380.3,381.45,382,354.65,360.7,10463121602,28520214,Y, ,219597,1798.15,319.2
2015-01-30,N,EQ,FinSrvc,IDFC,IDFC LIMITED,170.6,171.05,177.25,164.1,172.05,3134100329,18352982,Y, ,89048,177.75,88.05
2015-01-30,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,876.05,877,884.8,866.25,870.2,775278845.6,888368,Y, ,18511,884.8,369.5
2015-01-30,N,EQ,InfoTech,INFY,INFOSYS LIMITED,2145.5,2161.5,2162.55,2126.95,2141.9,5808066199,2708436,Y, ,99180,4402.2,1896.3
2015-01-30,N,EQ,Tobacco,ITC,ITC LTD,370.2,370,372,363.65,368.55,3400194932,9278105,Y, ,71704,400.3,311.4
2015-01-30,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,157.4,156.8,160.8,154.2,158.65,641895484.3,4080173,Y, ,25464,351,125.1
2015-01-30,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1331.4,1340,1348.9,1317.35,1322.2,1860300026,1399250,Y, ,66959,1444,630.5
2015-01-30,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1723.9,1728.6,1740.8,1683.35,1700.55,2604439175,1521663,Y, ,81643,1776.6,965.1
2015-01-30,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1554.55,1555,1591.15,1545,1585.3,1020588947,648933,Y, ,27527,1591.15,855.4
2015-01-30,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1296.8,1301,1301.9,1260,1265.1,1037037786,814370,Y, ,49399,1433.7,846.6
2015-01-30,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3688.8,3700,3741,3626.55,3647.35,1051399225,284786,Y, ,16947,3758.5,1540.4
2015-01-30,N,EQ,Metals,NMDC,NMDC LTD.,140.15,140,144.45,139.45,141.5,547006580.4,3873570,Y, ,22510,196,123.1
2015-01-30,N,EQ,Power,NTPC,NTPC LTD,141.85,142.8,147.4,142.1,143.65,2691294838,18591570,Y, ,66340,168.9,110.65
2015-01-30,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,351.9,351.9,355.45,348.05,351.35,1443545184,4108295,Y, ,47682,471.85,264.15
2015-01-30,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,199.1,202,202.3,188,189.65,2245288256,11653230,Y, ,102252,1135.1,188
2015-01-30,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,148.8,148.5,150.5,146,148,257889850.6,1740457,Y, ,12052,151.7,93.25
2015-01-30,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,929.4,930,931.25,909,915.25,4564055708,4970953,Y, ,84169,1145.25,793.1
2015-01-30,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,327,328.7,330.5,307,308.95,9477149828,30252827,Y, ,283121,2979,287
2015-01-30,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,201.45,203,204.8,196.45,201.95,1129872932,5627736,Y, ,74095,318.3,168.85
2015-01-30,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,919.8,923.5,927.8,910.5,917.75,1722225851,1873464,Y, ,61988,939.95,552.55
2015-01-30,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,598.6,601.4,604.7,581.1,585.15,2433180217,4136616,Y, ,86101,607.7,332.1
2015-01-30,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,88.15,88.35,91.55,87.8,90.5,420256945.1,4689840,Y, ,23510,115.6,71.4
2015-01-30,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,390.4,392.5,395,386.5,390.45,1408897799,3600813,Y, ,58070,579.9,332
2015-01-30,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2544.65,2560.7,2575,2470,2482.05,7257025449,2908701,Y, ,119200,2839.7,1999.5
2015-01-30,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2904.4,2931,2991.5,2837.15,2868.5,3452618299,1175968,Y, ,39939,2991.5,1676.35
2015-01-30,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,3162.75,3162.35,3185,3097,3140.35,535653826.3,170802,Y, ,19329,3199.9,1650.3
2015-01-30,N,EQ,InfoTech,WIPRO,WIPRO LTD,602.7,606.9,610.05,597.15,606.55,1063328634,1761224,Y, ,50109,621.9,474.7
2015-01-30,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,386.05,386,386.85,373.05,376.75,703810537.3,1861036,Y, ,43609,402.4,254.15
